question,answer,series,brand,category
YG-1 D2GP191은 어떤 소재에 쓸 수 있어?,"YG-1 D2GP191은(는) 스테인리스강, 티타늄 합금, 인코넬, 비합금강, 저합금강, 고합금강, 공구강, 회주철 등의 소재 가공에 적합합니다. ISO 그룹 M(스테인리스강), S(내열합금/티타늄), P(일반강/합금강), K(주철), N(비철금속(알루미늄 등)), H(고경도강)에 해당합니다.",D2GP191,YG-1,material_target
YG-1 D2GP191의 코팅이랑 재질은?,"YG-1 D2GP191의 공구 재질은 코발트8% 고속도강, 코팅은 GOLD-P / TiN 선단 코팅입니다.",D2GP191,YG-1,coating_material
YG-1 D2GP191의 특징이 뭐야?,YG-1 D2GP191의 주요 특징: 우나선. 135° 선단각. Under 1.6mm: normal pot. 1.6mm 및 over: 스플릿 포인트. 브라이트(무처리) body  TiN 코팅 applied ly at  cuttg tip.,D2GP191,YG-1,feature
YG-1 D2GP191의 사양이 어떻게 돼?,"YG-1 D2GP191 사양: 직경 범위 D1.0~D6.1, 헬릭스각 Right hand helix.",D2GP191,YG-1,tool_shape
YG-1 D2GP191은 어디에 쓰는 거야?,"YG-1 D2GP191은(는) 드릴링  스테인리스강, 드릴링 difficult--mache materials such as 티타늄 합금 및 인코넬, 드릴링  스테인리스강, Material  difficult machability such as 티타늄 합금 및 인코넬 등에 사용됩니다.",D2GP191,YG-1,application
스테인리스강 가공할 때 쓸만한 드릴 있어?,"YG-1 D2GP191 시리즈를 추천합니다. 코발트8% 고속도강, STRAIGHT SHANK DRILLS, GOLD-P COATED / 코발트8% 고속도강, 直柄GOLD-P涂层钻头 细长이며, ISO M(스테인리스강) 소재에 적합합니다. 코팅은 GOLD-P / TiN 선단 코팅.",D2GP191,YG-1,selection
내열합금/티타늄 가공할 때 쓸만한 드릴 있어?,"YG-1 D2GP191 시리즈를 추천합니다. 코발트8% 고속도강, STRAIGHT SHANK DRILLS, GOLD-P COATED / 코발트8% 고속도강, 直柄GOLD-P涂层钻头 细长이며, ISO S(내열합금/티타늄) 소재에 적합합니다. 코팅은 GOLD-P / TiN 선단 코팅.",D2GP191,YG-1,selection
GOLD-P HSSCO8 시리즈가 뭐야?,"GOLD-P HSSCO8은(는) 코발트8% 고속도강, STRAIGHT SHANK DRILLS, GOLD-P COATED, 드릴, (스트레이트 생크), 재질은 코발트8% 고속도강, TiN 선단 코팅 코팅입니다.",HSSCO8,GOLD-P,product_overview
GOLD-P HSSCO8은 어떤 소재에 쓸 수 있어?,"GOLD-P HSSCO8은(는) Staless 강, 티타늄 합금, 인코넬, 비합금강, 저합금강, 고합금강, 공구강, 회주철 등의 소재 가공에 적합합니다. ISO 그룹 P(일반강/합금강), M(스테인리스강), K(주철), N(비철금속(알루미늄 등)), S(내열합금/티타늄), H(고경도강)에 해당합니다.",HSSCO8,GOLD-P,material_target
GOLD-P HSSCO8의 코팅이랑 재질은?,"GOLD-P HSSCO8의 공구 재질은 코발트8% 고속도강, 코팅은 TiN 선단 코팅입니다.",HSSCO8,GOLD-P,coating_material
GOLD-P HSSCO8의 특징이 뭐야?,GOLD-P HSSCO8의 주요 특징: 우나선. 135° 선단각. under 1.6mm: 노멀 포인트. 1.6mm & over: 스플릿 포인트. Surface treatment uses TiN 코팅 at  cuttg tip.,HSSCO8,GOLD-P,feature
GOLD-P HSSCO8의 사양이 어떻게 돼?,"GOLD-P HSSCO8 사양: 직경 범위 D6.2~D11.3, 헬릭스각 Right hand helix.",HSSCO8,GOLD-P,tool_shape
GOLD-P HSSCO8은 어디에 쓰는 거야?,"GOLD-P HSSCO8은(는) 드릴링  스테인리스강, 드릴링 difficult--mache materials such as 티타늄 합금 및 인코넬 등에 사용됩니다.",HSSCO8,GOLD-P,application
일반강/합금강 가공할 때 쓸만한 드릴 있어?,"GOLD-P HSSCO8 시리즈를 추천합니다. 코발트8% 고속도강, STRAIGHT SHANK DRILLS, GOLD-P COATED이며, ISO P(일반강/합금강) 소재에 적합합니다. 코팅은 TiN 선단 코팅.",HSSCO8,GOLD-P,selection
스테인리스강 가공할 때 쓸만한 드릴 있어?,"GOLD-P HSSCO8 시리즈를 추천합니다. 코발트8% 고속도강, STRAIGHT SHANK DRILLS, GOLD-P COATED이며, ISO M(스테인리스강) 소재에 적합합니다. 코팅은 TiN 선단 코팅.",HSSCO8,GOLD-P,selection
SUPER-GP DRILLS DSH101 시리즈가 뭐야?,"SUPER-GP DRILLS DSH101은(는) SUPER 고속도강(HSS), SUPER-GP DRILLS / 高级高速钢, SUPER-GP钻头, 드릴, (범용), 재질은 SUPER 고속도강(HSS), 스팀 템퍼 처리 (흑색 산화 처리 Fh) 코팅입니다.",DSH101,SUPER-GP DRILLS,product_overview
SUPER-GP DRILLS DSH101은 어떤 소재에 쓸 수 있어?,"SUPER-GP DRILLS DSH101은(는) 비합금강, 저합금강, 고합금강, Staless 강, 회주철, 구상흑연주철, 가단주철, 알루미늄 전신재 합금 등의 소재 가공에 적합합니다. ISO 그룹 P(일반강/합금강), M(스테인리스강), K(주철), N(비철금속(알루미늄 등)), S(내열합금/티타늄), H(고경도강)에 해당합니다.",DSH101,SUPER-GP DRILLS,material_target
SUPER-GP DRILLS DSH101의 코팅이랑 재질은?,"SUPER-GP DRILLS DSH101의 공구 재질은 SUPER 고속도강(HSS), 코팅은 스팀 템퍼 처리 (흑색 산화 처리 Fh)입니다.",DSH101,SUPER-GP DRILLS,coating_material
SUPER-GP DRILLS DSH101의 특징이 뭐야?,"SUPER-GP DRILLS DSH101의 주요 특징: 우수 ol permance  강, 주철, 합금 강 및 가단주철. Special 고속도강(HSS) improves ughness 및 내마모성. Dramatically extends 공구 수명. Usable  all 용도 regardless  mache cditi (양호 or poor). Surface treatment: 스팀 템퍼 처리 / 흑색 산화 처리 Fh.",DSH101,SUPER-GP DRILLS,feature
SUPER-GP DRILLS DSH101의 사양이 어떻게 돼?,"SUPER-GP DRILLS DSH101 사양: 직경 범위 D7.6~D13.0, 헬릭스각 30°.",DSH101,SUPER-GP DRILLS,tool_shape
SUPER-GP DRILLS DSH101은 어디에 쓰는 거야?,"SUPER-GP DRILLS DSH101은(는) General 드릴링  강, Cast ir, 합금 강, 가단주철, 우수 ol permance  강, 주철, 합금 강 및 가단주철 등에 사용됩니다.",DSH101,SUPER-GP DRILLS,application
일반강/합금강 가공할 때 쓸만한 드릴 있어?,"SUPER-GP DRILLS DSH101 시리즈를 추천합니다. SUPER 고속도강(HSS), SUPER-GP DRILLS / 高级高速钢, SUPER-GP钻头이며, ISO P(일반강/합금강) 소재에 적합합니다. 코팅은 스팀 템퍼 처리 (흑색 산화 처리 Fh).",DSH101,SUPER-GP DRILLS,selection
스테인리스강 가공할 때 쓸만한 드릴 있어?,"SUPER-GP DRILLS DSH101 시리즈를 추천합니다. SUPER 고속도강(HSS), SUPER-GP DRILLS / 高级高速钢, SUPER-GP钻头이며, ISO M(스테인리스강) 소재에 적합합니다. 코팅은 스팀 템퍼 처리 (흑색 산화 처리 Fh).",DSH101,SUPER-GP DRILLS,selection
YG-1 DL600 시리즈가 뭐야?,"YG-1 DL600은(는) WORM PATTERN DRILLS - DL600 SERIES / 코발트 고속도강(고속도강(HSS)-E), STRAIGHT SHANK DRILLS  DEEP HOLES, FORM C, 드릴, (Deep Hole / 스트레이트 생크 / Worm Pattern), 재질은 코발트 고속도강(고속도강(HSS)-E), TiN(DN600), TiCN(DX600), TiAlN(DT600) 주문 가능 코팅입니다.",DL600,YG-1,product_overview
YG-1 DL600은 어떤 소재에 쓸 수 있어?,"YG-1 DL600은(는) 비합금강, 저합금강, 고합금강, 공구강, Staless 강, 회주철, 구상흑연주철, 가단주철 등의 소재 가공에 적합합니다. ISO 그룹 P(일반강/합금강), M(스테인리스강), K(주철), N(비철금속(알루미늄 등)), S(내열합금/티타늄), H(고경도강)에 해당합니다.",DL600,YG-1,material_target
YG-1 DL600의 코팅이랑 재질은?,"YG-1 DL600의 공구 재질은 코발트 고속도강(고속도강(HSS)-E), 코팅은 TiN(DN600), TiCN(DX600), TiAlN(DT600) 주문 가능입니다.",DL600,YG-1,coating_material
YG-1 DL600의 특징이 뭐야?,"YG-1 DL600의 주요 특징: DIN 1869/1. 코발트 고속도강(고속도강(HSS)-E) deep hole 드릴, Form C. 38° 헬릭스각. h8 lerance. 130° 선단각.",DL600,YG-1,feature
YG-1 DL600의 사양이 어떻게 돼?,"YG-1 DL600 사양: 직경 범위 D2.0~D12.0, 헬릭스각 38°.",DL600,YG-1,tool_shape
YG-1 DL600은 어디에 쓰는 거야?,"YG-1 DL600은(는) 드릴링 deep holes  n 합금 강, 드릴링 deep holes  합금 강, 드릴링 deep holes  회주철, 드릴링 deep holes  가단주철, 드릴링 deep holes  special 알루미늄 or magnesium 합금 등에 사용됩니다.",DL600,YG-1,application
일반강/합금강 가공할 때 쓸만한 드릴 있어?,"YG-1 DL600 시리즈를 추천합니다. WORM PATTERN DRILLS - DL600 SERIES / 코발트 고속도강(고속도강(HSS)-E), STRAIGHT SHANK DRILLS  DEEP HOLES, FORM C이며, ISO P(일반강/합금강) 소재에 적합합니다. 코팅은 TiN(DN600), TiCN(DX600), TiAlN(DT600) 주문 가능.",DL600,YG-1,selection
스테인리스강 가공할 때 쓸만한 드릴 있어?,"YG-1 DL600 시리즈를 추천합니다. WORM PATTERN DRILLS - DL600 SERIES / 코발트 고속도강(고속도강(HSS)-E), STRAIGHT SHANK DRILLS  DEEP HOLES, FORM C이며, ISO M(스테인리스강) 소재에 적합합니다. 코팅은 TiN(DN600), TiCN(DX600), TiAlN(DT600) 주문 가능.",DL600,YG-1,selection
DL126 시리즈가 뭐야?,"DL126은(는) WORM PATTERN DRILLS - RECOMMENDED CUTTING CONDITIONS / DL600, DL126 SERIES 코발트 고속도강(고속도강(HSS)-E), STRAIGHT SHANK DRILL  DEEP HOLES, 드릴, (스트레이트 생크 드릴), 재질은 코발트 고속도강(고속도강(HSS)-E)입니다.",DL126,,product_overview
DL126은 어떤 소재에 쓸 수 있어?,"DL126은(는) 비합금강, 저합금강, 고합금강, 공구강, 회주철, 구상흑연주철, 가단주철 등의 소재 가공에 적합합니다. ISO 그룹 P(일반강/합금강), K(주철)에 해당합니다.",DL126,,material_target
DL126의 코팅이랑 재질은?,DL126의 공구 재질은 코발트 고속도강(고속도강(HSS)-E)입니다.,DL126,,coating_material
DL126의 특징이 뭐야?,DL126의 주요 특징:  deep holes.,DL126,,feature
DL126의 사양이 어떻게 돼?,DL126 사양: 직경 범위 D2.0~D12.0.,DL126,,tool_shape
DL126은 어디에 쓰는 거야?,DL126은(는) Deep hole 드릴링 등에 사용됩니다.,DL126,,application
일반강/합금강 가공할 때 쓸만한 드릴 있어?,"DL126 시리즈를 추천합니다. WORM PATTERN DRILLS - RECOMMENDED CUTTING CONDITIONS / DL600, DL126 SERIES 코발트 고속도강(고속도강(HSS)-E), STRAIGHT SHANK DRILL  DEEP HOLES이며, ISO P(일반강/합금강) 소재에 적합합니다.",DL126,,selection
주철 가공할 때 쓸만한 드릴 있어?,"DL126 시리즈를 추천합니다. WORM PATTERN DRILLS - RECOMMENDED CUTTING CONDITIONS / DL600, DL126 SERIES 코발트 고속도강(고속도강(HSS)-E), STRAIGHT SHANK DRILL  DEEP HOLES이며, ISO K(주철) 소재에 적합합니다.",DL126,,selection
YG-1 D2101 시리즈가 뭐야?,"YG-1 D2101은(는) 코발트8% 고속도강, STRAIGHT SHANK TWIST DRILLS / 코발트8% 고속도강, 直柄麻花钻头, 드릴, (스트레이트 생크 Twt 드릴), 재질은 코발트8% 고속도강, Colorg(Gold Color) 코팅입니다.",D2101,YG-1,product_overview
YG-1 D2101은 어떤 소재에 쓸 수 있어?,"YG-1 D2101은(는) Staless 강, 티타늄 합금, Nickel-chromium 합금, 티타늄, 인코넬, 비합금강, 저합금강, 고합금강 등의 소재 가공에 적합합니다. ISO 그룹 P(일반강/합금강), M(스테인리스강), K(주철), N(비철금속(알루미늄 등)), S(내열합금/티타늄), H(고경도강)에 해당합니다.",D2101,YG-1,material_target
YG-1 D2101의 코팅이랑 재질은?,"YG-1 D2101의 공구 재질은 코발트8% 고속도강, 코팅은 Colorg(Gold Color)입니다.",D2101,YG-1,coating_material
YG-1 D2101의 특징이 뭐야?,"YG-1 D2101의 주요 특징: Surface treatment: Colorg(Gold Color). 코발트8% 고속도강 스트레이트 생크 twt 드릴. 스트레이트 생크 shank / ER collet chuck compatible reference shown. Optial 코팅s 주문 가능: TiN(D4101), TiCN(D7101), TiAlN(DQ101). Surface treatment: Colorg (Gold Color).",D2101,YG-1,feature
YG-1 D2101의 사양이 어떻게 돼?,"YG-1 D2101 사양: 직경 범위 D2.0~D7.7, 헬릭스각 33°.",D2101,YG-1,tool_shape
YG-1 D2101은 어디에 쓰는 거야?,"YG-1 D2101은(는) 드릴링  스테인리스강, Materials  difficult machg, 드릴링 difficult--mache materials such as 티타늄 및 cel 등에 사용됩니다.",D2101,YG-1,application
일반강/합금강 가공할 때 쓸만한 드릴 있어?,"YG-1 D2101 시리즈를 추천합니다. 코발트8% 고속도강, STRAIGHT SHANK TWIST DRILLS / 코발트8% 고속도강, 直柄麻花钻头이며, ISO P(일반강/합금강) 소재에 적합합니다. 코팅은 Colorg(Gold Color).",D2101,YG-1,selection
스테인리스강 가공할 때 쓸만한 드릴 있어?,"YG-1 D2101 시리즈를 추천합니다. 코발트8% 고속도강, STRAIGHT SHANK TWIST DRILLS / 코발트8% 고속도강, 直柄麻花钻头이며, ISO M(스테인리스강) 소재에 적합합니다. 코팅은 Colorg(Gold Color).",D2101,YG-1,selection
YG-1 D1101 시리즈가 뭐야?,"YG-1 D1101은(는) 고속도강(HSS), STRAIGHT SHANK TWIST DRILLS, 드릴, (스트레이트 생크 Twt 드릴), 재질은 고속도강(HSS), 스팀 호모 처리 (흑색 산화 처리 Fh) / TiAIN 코팅입니다.",D1101,YG-1,product_overview
YG-1 D1101은 어떤 소재에 쓸 수 있어?,"YG-1 D1101은(는) 비합금강, 저합금강, 고합금강, 공구강, Staless 강, 회주철, 구상흑연주철, 가단주철 등의 소재 가공에 적합합니다. ISO 그룹 P(일반강/합금강), M(스테인리스강), K(주철), N(비철금속(알루미늄 등)), S(내열합금/티타늄), H(고경도강)에 해당합니다.",D1101,YG-1,material_target
YG-1 D1101의 코팅이랑 재질은?,"YG-1 D1101의 공구 재질은 고속도강(HSS), 코팅은 스팀 호모 처리 (흑색 산화 처리 Fh) / TiAIN입니다.",D1101,YG-1,coating_material
YG-1 D1101의 특징이 뭐야?,YG-1 D1101의 주요 특징: 표면처리: 스팀 호모 처리 (흑색 산화 처리 Fh). 직선 생크 트위스트 드릴. h8 공차. Recommended ToolHolder: ER COLLET CHUCK. Surface treatment: 스팀 호모 처리 (흑색 산화 처리 Fh).,D1101,YG-1,feature
YG-1 D1101의 사양이 어떻게 돼?,"YG-1 D1101 사양: 직경 범위 D7.0~D13.0, 헬릭스각 20~30°.",D1101,YG-1,tool_shape
YG-1 D1101은 어디에 쓰는 거야?,"YG-1 D1101은(는) 드릴링  강, 주강 합금 및 n-합금, 회주철, 가단주철, 适用于钢, 铸钢合金和非合金钢, 灰铸铁, 可锻铸铁的深孔钻削和石墨的加工, 드릴링  강, Cast 강 합금 및 n-합금, 회주철 등에 사용됩니다.",D1101,YG-1,application
일반강/합금강 가공할 때 쓸만한 드릴 있어?,"YG-1 D1101 시리즈를 추천합니다. 고속도강(HSS), STRAIGHT SHANK TWIST DRILLS이며, ISO P(일반강/합금강) 소재에 적합합니다. 코팅은 스팀 호모 처리 (흑색 산화 처리 Fh) / TiAIN.",D1101,YG-1,selection
스테인리스강 가공할 때 쓸만한 드릴 있어?,"YG-1 D1101 시리즈를 추천합니다. 고속도강(HSS), STRAIGHT SHANK TWIST DRILLS이며, ISO M(스테인리스강) 소재에 적합합니다. 코팅은 스팀 호모 처리 (흑색 산화 처리 Fh) / TiAIN.",D1101,YG-1,selection
YG-1 D1102 시리즈가 뭐야?,"YG-1 D1102은(는) 고속도강(HSS), STRAIGHT SHANK DRILLS / 고속도강(HSS), 直柄钻头, 드릴, (스트레이트 생크), 재질은 고속도강(HSS), 스팀 호모 처리 (흑색 산화 처리 Fh) 코팅입니다.",D1102,YG-1,product_overview
YG-1 D1102은 어떤 소재에 쓸 수 있어?,"YG-1 D1102은(는) 비합금강, 저합금강, 고합금강, 공구강, Staless 강, 회주철, 구상흑연주철, 가단주철 등의 소재 가공에 적합합니다. ISO 그룹 P(일반강/합금강), M(스테인리스강), K(주철), N(비철금속(알루미늄 등)), S(내열합금/티타늄), H(고경도강)에 해당합니다.",D1102,YG-1,material_target
YG-1 D1102의 코팅이랑 재질은?,"YG-1 D1102의 공구 재질은 고속도강(HSS), 코팅은 스팀 호모 처리 (흑색 산화 처리 Fh)입니다.",D1102,YG-1,coating_material
YG-1 D1102의 특징이 뭐야?,"YG-1 D1102의 주요 특징: Surface treatment: 스팀 호모 처리 (흑색 산화 처리 Fh). Designed  드릴링 deep holes or deeply located holes. Recommended ToolHolder: 스트레이트 생크 Shank, ER COLLET CHUCK. 스팀 호모 처리 black oxide 표면 처리. 고속도강(HSS) 스트레이트 생크 드릴.",D1102,YG-1,feature
YG-1 D1102의 사양이 어떻게 돼?,"YG-1 D1102 사양: 직경 범위 D2.0~D5.5, 헬릭스각 20~30°.",D1102,YG-1,tool_shape
YG-1 D1102은 어디에 쓰는 거야?,"YG-1 D1102은(는) 드릴링 deep holes or deeply located holes, 드릴  강, 주강 합금 및 n-합금, 회주철, 가단주철, 石墨的加工, Deep hole 드릴링, Deeply located hole 드릴링 등에 사용됩니다.",D1102,YG-1,application
일반강/합금강 가공할 때 쓸만한 드릴 있어?,"YG-1 D1102 시리즈를 추천합니다. 고속도강(HSS), STRAIGHT SHANK DRILLS / 고속도강(HSS), 直柄钻头이며, ISO P(일반강/합금강) 소재에 적합합니다. 코팅은 스팀 호모 처리 (흑색 산화 처리 Fh).",D1102,YG-1,selection
스테인리스강 가공할 때 쓸만한 드릴 있어?,"YG-1 D1102 시리즈를 추천합니다. 고속도강(HSS), STRAIGHT SHANK DRILLS / 고속도강(HSS), 直柄钻头이며, ISO M(스테인리스강) 소재에 적합합니다. 코팅은 스팀 호모 처리 (흑색 산화 처리 Fh).",D1102,YG-1,selection
YG-1 D1104 시리즈가 뭐야?,"YG-1 D1104은(는) 고속도강(HSS), STRAIGHT SHANK DRILLS, 드릴, (스트레이트 생크), 재질은 고속도강(HSS), 브라이트 피니시(무처리) 코팅입니다.",D1104,YG-1,product_overview
YG-1 D1104은 어떤 소재에 쓸 수 있어?,"YG-1 D1104은(는) Staless 강, 티타늄 합금, Nickel-chromium 합금, 비합금강, 저합금강, 고합금강, 공구강, 회주철 등의 소재 가공에 적합합니다. ISO 그룹 P(일반강/합금강), M(스테인리스강), K(주철), N(비철금속(알루미늄 등)), S(내열합금/티타늄), H(고경도강)에 해당합니다.",D1104,YG-1,material_target
YG-1 D1104의 코팅이랑 재질은?,"YG-1 D1104의 공구 재질은 고속도강(HSS), 코팅은 브라이트 피니시(무처리)입니다.",D1104,YG-1,coating_material
YG-1 D1104의 특징이 뭐야?,YG-1 D1104의 주요 특징: DIN 340. h8. Only available till sck runs out. h8 lerance. 브라이트 피니시(무처리) 표면 처리.,D1104,YG-1,feature
YG-1 D1104의 사양이 어떻게 돼?,"YG-1 D1104 사양: 직경 범위 D1.0~D6.9, 헬릭스각 N 20~30°.",D1104,YG-1,tool_shape
YG-1 D1104은 어디에 쓰는 거야?,"YG-1 D1104은(는) 드릴링 스테인리스강 및 difficult--cut materials, 드릴링 스테인리스강, 드릴링 difficult--cut materials 등에 사용됩니다.",D1104,YG-1,application
일반강/합금강 가공할 때 쓸만한 드릴 있어?,"YG-1 D1104 시리즈를 추천합니다. 고속도강(HSS), STRAIGHT SHANK DRILLS이며, ISO P(일반강/합금강) 소재에 적합합니다. 코팅은 브라이트 피니시(무처리).",D1104,YG-1,selection
스테인리스강 가공할 때 쓸만한 드릴 있어?,"YG-1 D1104 시리즈를 추천합니다. 고속도강(HSS), STRAIGHT SHANK DRILLS이며, ISO M(스테인리스강) 소재에 적합합니다. 코팅은 브라이트 피니시(무처리).",D1104,YG-1,selection
YG-1 D1201 시리즈가 뭐야?,"YG-1 D1201은(는) 고속도강(HSS), MORSE TAPER SHANK DRILLS D1201 SERIES, 드릴, (모스테이퍼 Shank 드릴), 재질은 고속도강(HSS), 스팀 호모 처리 (흑색 산화 처리 Fh) 코팅입니다.",D1201,YG-1,product_overview
YG-1 D1201은 어떤 소재에 쓸 수 있어?,"YG-1 D1201은(는) 비합금강, 저합금강, 고합금강, 공구강, Staless 강, 회주철, 구상흑연주철, 가단주철 등의 소재 가공에 적합합니다. ISO 그룹 P(일반강/합금강), M(스테인리스강), K(주철), N(비철금속(알루미늄 등)), S(내열합금/티타늄), H(고경도강)에 해당합니다.",D1201,YG-1,material_target
YG-1 D1201의 코팅이랑 재질은?,"YG-1 D1201의 공구 재질은 고속도강(HSS), 코팅은 스팀 호모 처리 (흑색 산화 처리 Fh)입니다.",D1201,YG-1,coating_material
YG-1 D1201의 특징이 뭐야?,"YG-1 D1201의 주요 특징: 常规. Surface treatment: 스팀 호모 처리 (흑색 산화 처리 Fh). 고속도강(HSS), Morse 탭er shank 드릴. 고속도강(HSS) 모스테이퍼 shank 드릴. 레귤러 / st및ard type.",D1201,YG-1,feature
YG-1 D1201의 사양이 어떻게 돼?,"YG-1 D1201 사양: 직경 범위 D13.0~D29.5, 헬릭스각 N 30°.",D1201,YG-1,tool_shape
YG-1 D1201은 어디에 쓰는 거야?,"YG-1 D1201은(는) 드릴링  강, 주강 합금 및 n-합금, 회주철, 가단주철, 드릴링  강, 드릴링  주강 합금 및 n-합금, 드릴링  회주철, 드릴링  가단주철 등에 사용됩니다.",D1201,YG-1,application
일반강/합금강 가공할 때 쓸만한 드릴 있어?,"YG-1 D1201 시리즈를 추천합니다. 고속도강(HSS), MORSE TAPER SHANK DRILLS D1201 SERIES이며, ISO P(일반강/합금강) 소재에 적합합니다. 코팅은 스팀 호모 처리 (흑색 산화 처리 Fh).",D1201,YG-1,selection
스테인리스강 가공할 때 쓸만한 드릴 있어?,"YG-1 D1201 시리즈를 추천합니다. 고속도강(HSS), MORSE TAPER SHANK DRILLS D1201 SERIES이며, ISO M(스테인리스강) 소재에 적합합니다. 코팅은 스팀 호모 처리 (흑색 산화 처리 Fh).",D1201,YG-1,selection
YG-1 D1204 시리즈가 뭐야?,"YG-1 D1204은(는) 고속도강(HSS), MORSE TAPER SHANK DRILLS, 드릴, (모스테이퍼 Shank 드릴), 재질은 고속도강(HSS), 스팀 호모 처리 (흑색 산화 처리 Fh) 코팅입니다.",D1204,YG-1,product_overview
YG-1 D1204은 어떤 소재에 쓸 수 있어?,"YG-1 D1204은(는) 강, Cast 합금 및 n-합금 강, 회주철, 가단주철, Spheroidal 흑연 주철, Stered ir, 알루미늄, 알루미늄 합금 등의 소재 가공에 적합합니다. ISO 그룹 P(일반강/합금강), M(스테인리스강), K(주철), N(비철금속(알루미늄 등)), S(내열합금/티타늄), H(고경도강)에 해당합니다.",D1204,YG-1,material_target
YG-1 D1204의 코팅이랑 재질은?,"YG-1 D1204의 공구 재질은 고속도강(HSS), 코팅은 스팀 호모 처리 (흑색 산화 처리 Fh)입니다.",D1204,YG-1,coating_material
YG-1 D1204의 특징이 뭐야?,YG-1 D1204의 주요 특징: Surface treatment: 스팀 호모 처리 (흑색 산화 처리 Fh). Designed  드릴링 deep hole or deeply located hole.,D1204,YG-1,feature
YG-1 D1204의 사양이 어떻게 돼?,YG-1 D1204 사양: 직경 범위 D14.5~D50.0.,D1204,YG-1,tool_shape
YG-1 D1204은 어디에 쓰는 거야?,YG-1 D1204은(는) 드릴링 deep hole or deeply located hole 등에 사용됩니다.,D1204,YG-1,application
일반강/합금강 가공할 때 쓸만한 드릴 있어?,"YG-1 D1204 시리즈를 추천합니다. 고속도강(HSS), MORSE TAPER SHANK DRILLS이며, ISO P(일반강/합금강) 소재에 적합합니다. 코팅은 스팀 호모 처리 (흑색 산화 처리 Fh).",D1204,YG-1,selection
스테인리스강 가공할 때 쓸만한 드릴 있어?,"YG-1 D1204 시리즈를 추천합니다. 고속도강(HSS), MORSE TAPER SHANK DRILLS이며, ISO M(스테인리스강) 소재에 적합합니다. 코팅은 스팀 호모 처리 (흑색 산화 처리 Fh).",D1204,YG-1,selection
YG-1 D1208 시리즈가 뭐야?,"YG-1 D1208은(는) 고속도강(HSS), MORSE TAPER SHANK DRILLS / 고속도강(HSS), 莫氏锥柄麻花钻头, 드릴, (모스테이퍼 Shank), 재질은 고속도강(HSS)입니다.",D1208,YG-1,product_overview
YG-1 D1208은 어떤 소재에 쓸 수 있어?,"YG-1 D1208은(는) 비합금강, 저합금강, 고합금강, 공구강, Staless 강, 회주철, 구상흑연주철, 가단주철 등의 소재 가공에 적합합니다. ISO 그룹 P(일반강/합금강), M(스테인리스강), K(주철), N(비철금속(알루미늄 등)), S(내열합금/티타늄), H(고경도강)에 해당합니다.",D1208,YG-1,material_target
YG-1 D1208의 코팅이랑 재질은?,YG-1 D1208의 공구 재질은 고속도강(HSS)입니다.,D1208,YG-1,coating_material
YG-1 D1208의 특징이 뭐야?,YG-1 D1208의 주요 특징: Surface treatment: 스팀 호모 처리 (흑색 산화 처리 Fh). Designed  드릴링 deep hole or deeply located hole. 스트레이트 생크 Shank / 모스테이퍼.,D1208,YG-1,feature
YG-1 D1208의 사양이 어떻게 돼?,"YG-1 D1208 사양: 직경 범위 D14.5~D50.0, 헬릭스각 N 30°.",D1208,YG-1,tool_shape
YG-1 D1208은 어디에 쓰는 거야?,"YG-1 D1208은(는) 드릴링 deep hole or deeply located hole, 드릴링  강, 주강 합금 및 n-합금, 회주철, 가단주철, spheroidal 흑연 주철, stered ir, alumium 및 alumium 합금 등에 사용됩니다.",D1208,YG-1,application
일반강/합금강 가공할 때 쓸만한 드릴 있어?,"YG-1 D1208 시리즈를 추천합니다. 고속도강(HSS), MORSE TAPER SHANK DRILLS / 고속도강(HSS), 莫氏锥柄麻花钻头이며, ISO P(일반강/합금강) 소재에 적합합니다.",D1208,YG-1,selection
스테인리스강 가공할 때 쓸만한 드릴 있어?,"YG-1 D1208 시리즈를 추천합니다. 고속도강(HSS), MORSE TAPER SHANK DRILLS / 고속도강(HSS), 莫氏锥柄麻花钻头이며, ISO M(스테인리스강) 소재에 적합합니다.",D1208,YG-1,selection
YG-1 D2201 시리즈가 뭐야?,"YG-1 D2201은(는) 코발트8% 고속도강, MORSE TAPER SHANK DRILLS (REGULAR), 드릴, (모스테이퍼 Shank 드릴), 재질은 코발트8% 고속도강입니다.",D2201,YG-1,product_overview
YG-1 D2201은 어떤 소재에 쓸 수 있어?,"YG-1 D2201은(는) 비합금강, 저합금강, 고합금강, 공구강, Staless 강, 회주철, 구상흑연주철, 가단주철 등의 소재 가공에 적합합니다. ISO 그룹 P(일반강/합금강), M(스테인리스강), K(주철), N(비철금속(알루미늄 등)), S(내열합금/티타늄), H(고경도강)에 해당합니다.",D2201,YG-1,material_target
YG-1 D2201의 코팅이랑 재질은?,YG-1 D2201의 공구 재질은 코발트8% 고속도강입니다.,D2201,YG-1,coating_material
YG-1 D2201의 특징이 뭐야?,YG-1 D2201의 주요 특징: Surface treatment: 스팀 호모 처리 (흑색 산화 처리 Fh). Cobalt 8% 고속 강. Higher speed 및 feed than 고속도강(HSS). Lger service life than 고속도강(HSS). Only available till sck runs out.,D2201,YG-1,feature
YG-1 D2201의 사양이 어떻게 돼?,"YG-1 D2201 사양: 직경 범위 D13.0~D52.0, 헬릭스각 N 30°.",D2201,YG-1,tool_shape
